reporting_unit,contest,candidate,votes,county,municipality,ctv
"LINCOLN, WARDS 1, 2, 3, 4 & 5",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,BEN MURRAY (DEMOCRATIC),204,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,JEFFREY L. MURSAU (REPUBLICAN),357,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,SCATTERING,1,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,ALEX SEIFERT (INDEPENDENT),401,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,SCATTERING,4,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",COUNTY_COUNTY CLERK,NORA MATUSZEWSKI (REPUBLICAN),440,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",COUNTY_COUNTY CLERK,SCATTERING,3,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",COUNTY_COUNTY TREASURER,CHRISTY CONLEY (REPUBLICAN),476,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",COUNTY_COUNTY TREASURER,SCATTERING,1,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",COUNTY_REGISTER OF DEEDS,CORTNEY BRITTEN CLEEREMAN (REPUBLICAN),477,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",COUNTY_REGISTER OF DEEDS,SCATTERING,2,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",STATE_REFERENDUM,YES,446,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",STATE_REFERENDUM,NO,110,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",SCHOOL_REFERENDUM,YES,NA,FOREST,LINCOLN,T
"LINCOLN, WARDS 1, 2, 3, 4 & 5",SCHOOL_REFERENDUM,NO,NA,FOREST,LINCOLN,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/TIM WALZ (DEMOCRATIC),199,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/JD VANCE (REPUBLICAN),226,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,RANDALL TERRY/STEPHEN BRODEN (CONSTITUTION),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/MIKE TER MAAT (LIBERTARIAN),1,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,JILL STEIN/RUDOLPH WARE (WISCONSIN GREEN),1,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,CORNELL WEST/MELINA ABDULLAH (JUSTICE FOR ALL),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,"ROBERT F. KENNEDY, JR./NICOLE SHANAHAN (WE THE PEOPLE)",1,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,PETER SONSKI/LAUREN ONAK (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,DOUG JENKINS/KIMBERLY LALONDE (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,FUTURE MADAM POTUS/JESSICA KENNEDY (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,"ANDRE' RAMONE MCNEIL, SR. (INDEPENDENT) (WRITE-IN)",0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",FEDERAL_PRESIDENT/VICE PRESIDENT,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",CONGRESSIONAL_UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),200,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",CONGRESSIONAL_UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),207,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",CONGRESSIONAL_UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),7,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",CONGRESSIONAL_UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),9,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",CONGRESSIONAL_UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",CONGRESSIONAL_UNITED STATES SENATOR,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,KYLE KILBOURN (DEMOCRATIC),183,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,TOM TIFFANY (REPUBLICAN),235,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,ANDI RICH (DEMOCRATIC),185,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,MARY FELZKOWSKI (REPUBLICAN),223,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,BEN MURRAY (DEMOCRATIC),191,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,JEFFREY L. MURSAU (REPUBLICAN),220,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,ALEX SEIFERT (INDEPENDENT),295,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",COUNTY_COUNTY CLERK,NORA MATUSZEWSKI (REPUBLICAN),327,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",COUNTY_COUNTY CLERK,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",COUNTY_COUNTY TREASURER,CHRISTY CONLEY (REPUBLICAN),346,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",COUNTY_COUNTY TREASURER,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",COUNTY_REGISTER OF DEEDS,CORTNEY BRITTEN CLEEREMAN (REPUBLICAN),341,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",COUNTY_REGISTER OF DEEDS,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",STATE_REFERENDUM,YES,310,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",STATE_REFERENDUM,NO,81,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",SCHOOL_REFERENDUM,YES,NA,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 1, 2 & 3",SCHOOL_REFERENDUM,NO,NA,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/TIM WALZ (DEMOCRATIC),89,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/JD VANCE (REPUBLICAN),186,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,RANDALL TERRY/STEPHEN BRODEN (CONSTITUTION),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/MIKE TER MAAT (LIBERTARIAN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,JILL STEIN/RUDOLPH WARE (WISCONSIN GREEN),2,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,CORNELL WEST/MELINA ABDULLAH (JUSTICE FOR ALL),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,"ROBERT F. KENNEDY, JR./NICOLE SHANAHAN (WE THE PEOPLE)",1,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,PETER SONSKI/LAUREN ONAK (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,DOUG JENKINS/KIMBERLY LALONDE (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,FUTURE MADAM POTUS/JESSICA KENNEDY (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,"ANDRE' RAMONE MCNEIL, SR. (INDEPENDENT) (WRITE-IN)",0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",FEDERAL_PRESIDENT/VICE PRESIDENT,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",CONGRESSIONAL_UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),95,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",CONGRESSIONAL_UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),181,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",CONGRESSIONAL_UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),1,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",CONGRESSIONAL_UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),3,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",CONGRESSIONAL_UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT) (WRITE-IN),0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",CONGRESSIONAL_UNITED STATES SENATOR,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,KYLE KILBOURN (DEMOCRATIC),83,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,TOM TIFFANY (REPUBLICAN),194,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,ANDI RICH (DEMOCRATIC),83,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,MARY FELZKOWSKI (REPUBLICAN),194,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,BEN MURRAY (DEMOCRATIC),85,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,JEFFREY L. MURSAU (REPUBLICAN),189,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,ALEX SEIFERT (INDEPENDENT),208,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,SCATTERING,1,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",COUNTY_COUNTY CLERK,NORA MATUSZEWSKI (REPUBLICAN),238,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",COUNTY_COUNTY CLERK,SCATTERING,1,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",COUNTY_COUNTY TREASURER,CHRISTY CONLEY (REPUBLICAN),242,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",COUNTY_COUNTY TREASURER,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",COUNTY_REGISTER OF DEEDS,CORTNEY BRITTEN CLEEREMAN (REPUBLICAN),243,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",COUNTY_REGISTER OF DEEDS,SCATTERING,0,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",STATE_REFERENDUM,YES,229,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",STATE_REFERENDUM,NO,35,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",SCHOOL_REFERENDUM,YES,NA,FOREST,NASHVILLE,T
"NASHVILLE, WARDS 4 & 5",SCHOOL_REFERENDUM,NO,NA,FOREST,NASHVILLE,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/TIM WALZ (DEMOCRATIC),9,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/JD VANCE (REPUBLICAN),24,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,RANDALL TERRY/STEPHEN BRODEN (CONSTITUTION),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/MIKE TER MAAT (LIBERTARIAN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,JILL STEIN/RUDOLPH WARE (WISCONSIN GREEN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CORNELL WEST/MELINA ABDULLAH (JUSTICE FOR ALL),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,"ROBERT F. KENNEDY, JR./NICOLE SHANAHAN (WE THE PEOPLE)",0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,PETER SONSKI/LAUREN ONAK (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,DOUG JENKINS/KIMBERLY LALONDE (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,FUTURE MADAM POTUS/JESSICA KENNEDY (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,"ANDRE' RAMONE MCNEIL, SR. (INDEPENDENT) (WRITE-IN)",0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),8,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),25,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),1,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,KYLE KILBOURN (DEMOCRATIC),7,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,TOM TIFFANY (REPUBLICAN),27,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,ANDI RICH (DEMOCRATIC),4,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,MARY FELZKOWSKI (REPUBLICAN),30,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,BEN MURRAY (DEMOCRATIC),7,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,JEFFREY L. MURSAU (REPUBLICAN),27,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,SCATTERING,0,FOREST,POPPLE RIVER,T
